"first_name","last_name","years"
"Fusako","Vadhan","1986"
"Atreyi","Denny","1986"
"Elvis","Brendel","1986"
"Kenton","Bharadwaj","1986"
"Sadegh","Daescu","1986"
"Fumitaka","Orlowski","1986"
"Sanjiv","Zschoche","1986"
"Mingdong","Ebeling","1986"
"Masako","Deyuan","1986"
"Katsuyuki","Esposito","1986"
"Mona","Melter","1986"
"Adly","Landherr","1986"
"Chaoyi","Narwekar","1986"
"Mostafa","Dechter","1986"
"Fei","Miyakawa","1986"
"Arra","Azadmanesh","1986"
"Khoa","Bahk","1986"
"Zengping","Gargeya","1986"
"Duangkaew","Shumilov","1986"
"Breannda","Schlumberger","1986"
"Sandeepan","Marsiglia","1986"
"Stabislas","Lorys","1986"
"Siddarth","Tempesti","1986"
"Christoph","Rindone","1986"
"Mabry","Valtorta","1986"
"Feiyu","Munos","1986"
"Takahito","Weisert","1986"
"Xuejun","Alvarado","1986"
"Ghassan","Hoogerwoord","1986"
"Shahar","Streit","1986"
"Serif","Lamma","1986"
"Doohun","Heping","1986"
"Garnik","Nourani","1986"
"Jaques","Hagimont","1986"
"Gererd","Rosis","1986"
"Stabislas","Rosca","1986"
"Heping","Silva","1986"
"Honesty","Montresor","1986"
"Tsutomu","Beeson","1986"
"Kwangho","Uchoa","1986"
"Aemilian","Peroz","1986"
"Ennio","Straney","1986"
"Shai","Pluym","1986"
"Shigeu","Langford","1986"
"Shahar","Dredge","1986"
"Ibibia","Zeleznik","1986"
"Dietrich","Domenig","1986"
"Ekawit","Bahk","1986"
"Gretta","Demke","1986"
"Foong","Bala","1986"
"Luerbio","Milicia","1986"
"Aluzio","Nanard","1986"
"Odinaldo","Asser","1986"
"Mona","Ramamoorthy","1986"
"Claude","Ciolek","1986"
"Shir","Bruckman","1986"
"Rildo","Lampe","1986"
"Remko","Kroll","1986"
"Arunachalam","Roison","1986"
"Kazuhiko","Billingsley","1986"
"Boriana","Zultner","1986"
"Jianhua","Picel","1986"
"Nathan","Wegerle","1986"
"Weidon","Stavenow","1986"
"Mototsugu","Dulay","1986"
"Pranjal","Perin","1986"
"Guther","Varley","1986"
"Collette","Rijsenbrij","1986"
"Xuedong","Vanwelkenhuysen","1986"
"Rutger","Dulin","1986"
"Gladys","Takkinen","1986"
"Shahid","Oppitz","1986"
"Zhenbing","Conry","1986"
"Otilia","Bhattacharjee","1986"
"Stabislas","Thiran","1986"
"Shaunak","Mateescu","1986"
"Shigeo","Kropp","1986"
"Aamer","Cheshire","1986"
"Zhongwei","Pagter","1986"
"Jacopo","Milicic","1986"
"Kiyokazu","Blokdijk","1986"
"Shigeichiro","Ulupinar","1986"
"Shuho","Mitsuhashi","1986"
"Richara","Linares","1986"
"Marsha","Burnard","1986"
"Kensyu","Pluym","1986"
"JiYoung","Pettis","1986"
"Anestis","Itzigehl","1986"
"Lech","Busillo","1986"
"Pintsang","Danecki","1986"
"Kaijung","Portugali","1986"
"Sachem","Cochrane","1986"
"Baoqiu","Langford","1986"
"Miyeon","Matzat","1986"
"Shan","Wroclawski","1986"
"Barna","Picco","1986"
"Shuho","Lung","1986"
"Mayumi","Wilharm","1986"
"Hitofumi","Kriebel","1986"
"Nechama","Wendorf","1986"
"Turgut","Gide","1986"
"Ulises","Camurati","1986"
"Mikhail","Solares","1986"
"Ronghao","Azulay","1986"
"Marek","Pleszkun","1986"
"Golgen","Jahnichen","1986"
"DAIDA","Lorie","1986"
"Froduald","Zaccaria","1986"
"Paraskevi","Siksek","1986"
"Alagu","Randt","1986"
"Maja","Baba","1986"
"Zhiguo","Trelles","1986"
"Mansur","Kulisch","1986"
"Bader","Harllee","1986"
"Leni","Hempstead","1986"
"Parto","Schmezko","1986"
"Sachin","Shackel","1986"
"Mantis","Waymire","1986"
"Sudhanshu","Cyne","1986"
"Prodip","Tischendorf","1986"
"Zhilian","Merey","1986"
"Kellie","Kaiserswerth","1986"
"Manibrata","Anger","1986"
"Sven","Sadowsky","1986"
"Ramalingam","Gunderson","1986"
"Aamod","Frolund","1986"
"Dekang","Jahnichen","1986"
"Rosella","Schurmann","1986"
"Dietrich","Crabtree","1986"
"Arto","Zlotek","1986"
"Bikash","Dulay","1986"
"Sungwon","Hoogerwoord","1986"
"Remko","Loncour","1986"
"Tiina","Buchter","1986"
"Anneke","Cichocki","1986"
"Yolla","Swist","1986"
"Djenana","Ebeling","1986"
"Goetz","Lanphier","1986"
"Mayuko","Eppinger","1986"
"Rosalyn","Ligten","1986"
"Manibrata","Gewali","1986"
"Fei","Reghbati","1986"
"Berni","Sridhar","1986"
"Hidekazu","Honiden","1986"
"Mana","Bale","1986"
"Hairong","Markovitch","1986"
"Utpal","Zucker","1986"
"Kerryn","Levergood","1986"
"King","Krybus","1986"
"Lillian","Nitto","1986"
"Billie","Mullainathan","1986"
"Volkmar","Hartvigsen","1986"
"Ung","McFarlin","1986"
"Hairong","Brlek","1986"
"Dipankar","Syang","1986"
"Mohua","Zultner","1986"
"Shigeu","Atchley","1986"
"Mingsen","Roohalamini","1986"
"Kien","Butner","1986"
"Mariusz","Karner","1986"
"Yinghua","Ossenbruggen","1986"
"Avishai","Comte","1986"
"Alper","Randt","1986"
"Sudhanshu","Erman","1986"
"Armond","Badr","1986"
"Sachio","Pelz","1986"
"Chriss","Zaccaria","1986"
"Eran","Thombley","1986"
"Shrikanth","Grospietsch","1986"
"Shir","Alblas","1986"
"Katsuyuki","Demizu","1986"
"Fumitake","Niizuma","1986"
"Susuma","Motley","1986"
"Taegyun","Muchinsky","1986"
"Neelam","Speel","1986"
"Sven","Nollmann","1986"
"Aemilian","Cromarty","1986"
"Manu","Gien","1986"
"Leif","Zhang","1986"
"Weidon","Seghrouchni","1986"
"Xiaoshan","Magalhaes","1986"
"Xiaopeng","Leppanen","1986"
"Marco","Isaac","1986"
"Tru","Neimat","1986"
"Yongdong","Ananiadou","1986"
"Kankanahalli","Brookman","1986"
"Aloke","Schwabacher","1986"
"Vasilii","Riesenhuber","1986"
"Basant","Luft","1986"
"Ashish","Redmiles","1986"
"Maren","Peek","1986"
"Premsyl","Pehl","1986"
"Randi","Jiang","1986"
"Bezalel","Reutenauer","1986"
"Vincent","Irland","1986"
"Geoffry","Ambroszkiewicz","1986"
"Khun","Tasistro","1986"
"Werner","Oskamp","1986"
"Kazuhira","Pintelas","1986"
"Fumiya","Stille","1986"
"Conrado","Siegrist","1986"
"Menkae","Haddadi","1986"
"Nakhoon","Glowinski","1986"
"Kiam","Ishibashi","1986"
"Nathan","Tischendorf","1986"
"Gudjon","Randi","1986"
"Aloke","Lukaszewicz","1986"
"Abdulah","Kowalchuk","1986"
"Fun","Ouhyoung","1986"
"Yongdong","Radhakrishnan","1986"
"Toshimi","Flexer","1986"
"Manu","Reeker","1986"
"Tuval","Broomell","1986"
"Gilbert","Horswill","1986"
"Elzbieta","Remmers","1986"
"Nikolaos","Thombley","1986"
"Duke","Ducloy","1986"
"Elvis","Kakkar","1986"
"Feiyu","Tsunoo","1986"
"Arie","Hoogerwoord","1986"
"Jongsuk","Emden","1986"
"Val","Pocchiola","1986"
"Jungsoon","Michaeli","1986"
"Takahira","Terkki","1986"
"Rafail","Dulay","1986"
"Gregory","Stiles","1986"
"Nobuyoshi","Yetto","1986"
"Fuqing","Calkin","1986"
"Apostol","Ozeri","1986"
"Morris","Quadeer","1986"
"Boaz","Hardjono","1986"
"Baziley","Sethi","1986"
"Toney","Eiron","1986"
"Toshimitsu","Eppinger","1986"
"Oscar","Stenning","1986"
"Jagoda","Puoti","1986"
"Utpal","Barinka","1986"
"Saeed","Bugrara","1986"
"Sanjai","Koprowski","1986"
"Alexius","Lubachevsky","1986"
"Subhrajyoti","Mikschl","1986"
"Vitaly","Bolsens","1986"
"Gino","Seuren","1986"
"Surveyors","Schapiro","1986"
"Hatim","Baja","1986"
"Tetsushi","Erni","1986"
"Nathalie","Kermarrec","1986"
"Lucian","Cummings","1986"
"Hironoby","Stamatiou","1986"
"Candido","Dichev","1986"
"Subhrajyoti","Murthy","1986"
"Xuejia","Ramsay","1986"
"Yuqun","Harnett","1986"
"Yuuichi","Gerteisen","1986"
"Jaber","Birnbaum","1986"
"Nathan","Thimonier","1986"
"Toshiki","Angel","1986"
"Bedrich","Mayerwieser","1986"
"Tsuneo","Hennebert","1986"
"Lunjin","Tagansky","1986"
"Lubomir","Syang","1986"
"Kauko","Schmiedel","1986"
"Kazuhiro","Matteis","1986"
"Aloke","Jiang","1986"
"Tremaine","Malabarba","1986"
"Martijn","Osgood","1986"
"Shaz","Shokrollahi","1986"
"Hironobu","Speek","1986"
"Danil","Kushner","1986"
"Kokou","Brender","1986"
"Nadjib","Dymetman","1986"
"Renee","Sommer","1986"
"Selwyn","Dolinsky","1986"
"Frazer","Ruemmler","1986"
"Tristan","Chelton","1986"
"Lorien","Linares","1986"
"Vitaly","Merli","1986"
"Saeed","Benaini","1986"
"Aram","Kroon","1986"
"Chrisa","Gruenwald","1986"
"Mahendra","Sidou","1986"
"Tetsurou","Bouloucos","1986"
"Adas","Hasham","1986"
"Leandro","Zongker","1986"
"Kristine","Mitsuhashi","1986"
"Alagu","Berztiss","1986"
"Berto","Sadowski","1986"
"Xiaopeng","Rodham","1986"
"Nechama","McAlpine","1986"
"Toshimori","Cesareni","1986"
"Kamakshi","Mansanne","1986"
"Denny","Oxman","1986"
"Laurentiu","Kornatzky","1986"
"Pranjal","Kopetz","1986"
"Vivian","Billawala","1986"
"Krister","Ozery","1986"
"Mircea","Tibblin","1986"
"Uri","Senzako","1986"
"Almudena","Vasanthakumar","1986"
"Mingdong","Demian","1986"
"Gregory","Matzel","1986"
"Georg","Stamatiou","1986"
"Mizuhito","Woycyznski","1986"
"Dmitry","Borovoy","1986"
"Peer","McConalogue","1986"
"Shaibal","Farris","1986"
"Kousuke","Farrar","1986"
"Manu","Bruckman","1986"
"Lijie","Maksimenko","1986"
"Aiichiro","Baak","1986"
"Tomoyuki","Muntz","1986"
"Kenton","Panienski","1986"
"Mamdouh","Hanabata","1986"
"Kokou","Birjandi","1986"
"Sachio","Sadowsky","1986"
"Sastry","Pehl","1986"
"Yuchang","McDermid","1986"
"Wilmer","Zallocco","1986"
"Sven","Rosen","1986"
"Shao","Masaki","1986"
"Lunjin","McFarlan","1986"
"Arve","Munoz","1986"
"Yinghua","Thimonier","1986"
"Tetsurou","Puppe","1986"
"Fayez","Ratzlaff","1986"
"Rosalie","Crouzet","1986"
"Jiang","Muchinsky","1986"
"Stella","Curless","1986"
"Changho","Khamsi","1986"
"Yolla","Stafford","1986"
"Gay","Botman","1986"
"Yoshimitsu","Ohori","1986"
"Ronnie","Rosen","1986"
"Gay","Gulik","1986"
"Arra","Staylopatis","1986"
"Lalit","Mahnke","1986"
"Zito","Cooley","1986"
"Mohan","Perfilyeva","1986"
"Toshimi","Impagliazzo","1986"
"Valdiodio","Pepe","1986"
"Yuping","Speek","1986"
"Kristina","Pashtan","1986"
"Jacopo","Cheshire","1986"
"Sashi","Erni","1986"
"Jayson","Moffat","1986"
"Dmitri","Begiun","1986"
"Maris","Vilarrasa","1986"
"Susanna","Zallocco","1986"
"Hideo","Buchter","1986"
"Manton","Fujisaki","1986"
"Gil","Soicher","1986"
"Bangqing","Molberg","1986"
"Aiman","Zumaque","1986"
"Rosalyn","Melski","1986"
"Vishv","Veldwijk","1986"
"Domenico","Gente","1986"
"Guoxiang","Chiodo","1986"
"Niranjan","Luders","1986"
"Clyde","Atrawala","1986"
"Krisda","Bratten","1986"
"Zijian","Zielinski","1986"
"Taizo","Parascandalo","1986"
"Takahiro","Wolniewicz","1986"
"Samphel","Farrel","1986"
"Holgard","Cyre","1986"
"Tomoyuki","Butterworth","1986"
"IEEE","Zastre","1986"
"Saeko","Hooghiemstra","1986"
"Marko","Fendler","1986"
"Subbu","Kuhnemann","1986"
"Yechezkel","Birch","1986"
"Mototsugu","Baezner","1986"
"Tetsushi","England","1986"
"Berna","Ramalingam","1986"
"Hatsukazu","Aloisi","1986"
"Malu","Reistad","1986"
"Vasilii","Bauknecht","1986"
"Yagil","Restivo","1986"
"Perry","Miara","1986"
"Berry","Panwar","1986"
"Phillip","Matteis","1986"
"Mrinalini","Laventhal","1986"
"Toshimitsu","Zhiwei","1986"
"Marit","Sevcikova","1986"
"Fumitake","Murtafg","1986"
"Hitofumi","Schaft","1986"
"Arif","Baar","1986"
"Jiann","Setia","1986"
"Hatem","Plavsic","1986"
"Renee","Dehkordi","1986"
"Ioana","Szilard","1986"
"Kristinn","Varman","1986"
"Juichirou","Giaccio","1986"
"Richara","Lenart","1986"
"Shuji","Seiwald","1986"
"Khaled","Beilner","1986"
"Shaowen","Farrag","1986"
"Guozhong","Ramsay","1986"
"Ottavia","Sethi","1986"
"Aris","Cappelletti","1986"
"Faiza","Dichev","1986"
"Ramzi","Gronowski","1986"
"Dekang","Ambroszkiewicz","1986"
"Zissis","Jayawardene","1986"
"Sakthirel","Belinskaya","1986"
"Ipke","Navazio","1986"
"Dante","Himler","1986"
"Alexius","Hiltgen","1986"
"Zhenbing","Schonegge","1986"
"Zsolt","Savasere","1986"
"Nahid","Zizka","1986"
"Toshiki","Cullers","1986"
"Paris","Hutton","1986"
"Arunachalam","Oppitz","1986"
"Nigel","Hempstead","1986"
"Vidya","Leppanen","1986"
"Isamu","Spelt","1986"
"Stamatina","Conti","1986"
"Kotesh","Tanemo","1986"
"Aral","Pulkowski","1986"
"Kensyu","Scallan","1986"
"Apostol","Hebert","1986"
"Mario","Katiyar","1986"
"Maia","Schreiter","1986"
"Lunjin","Assaf","1986"
"Ayonca","Makinen","1986"
"Gou","Kalefeld","1986"
"Mani","Parhami","1986"
"Jianhua","Munoz","1986"
"Youjian","Brookman","1986"
"Poornachandra","Mahnke","1986"
"Xudong","Moehrke","1986"
"Shaunak","Versino","1986"
"Abdelaziz","Hofmeyr","1986"
"Yuping","Porenta","1986"
"Yahiko","Chartres","1986"
"DAIDA","DeMori","1986"
"Domenick","Goodrum","1986"
"Narain","Biros","1986"
"Saniya","Zobel","1986"
"Sampalli","Conia","1986"
"Almudena","Butterworth","1986"
"Shaowei","Sundgren","1986"
"Shaunak","Poupard","1986"
"Sorina","Thombley","1986"
"Tiina","Hebden","1986"
"Houman","Stanfel","1986"
"Angus","Linares","1986"
"Nahid","Bierbaum","1986"
"Tomoyuki","Stentiford","1986"
"Odinaldo","Vernadat","1986"
"Marsja","Siegrist","1986"
"Pranay","Ecklund","1986"
"Zhilian","Kobara","1986"
"Mabry","Grospietsch","1986"
"Jinxi","Farris","1986"
"Mohit","Kenevan","1986"
"Sarita","Peris","1986"
"Duke","Pardalos","1986"
"Jeong","Kisuki","1986"
"Saeed","Bergere","1986"
"Jianhui","Lubachevsky","1986"
"Zeljko","Walstra","1986"
"Heejo","Mikschl","1986"
"Debatosh","Plesums","1986"
"Siamak","Pelz","1986"
"Zito","Veeraraghavan","1986"
"Miomir","Raoux","1986"
"Takahiro","Naumovich","1986"
"Siamak","McConalogue","1986"
"Huican","Aamodt","1986"
"Vivian","Holburn","1986"
"Shan","Detkin","1986"
"Fumiko","Cools","1986"
"Huiqun","Matzov","1986"
"Arto","Fendler","1986"
"Changho","Fritzsche","1986"
"Karlis","Conry","1986"
"Supot","Range","1986"
"Sastry","Junet","1986"
"Raimond","Lanzelotte","1986"
"Zine","Cullers","1986"
"Angel","Kornyak","1986"
"Jeanna","Gruenwald","1986"
"Zhongwei","Streng","1986"
"Sergi","Muhling","1986"
"Charmane","Kornatzky","1986"
"Kerryn","Farris","1986"
"Maia","Chandrasekhar","1986"
"Emdad","Luders","1986"
"Shigeichiro","Chenney","1986"
"Manton","Decaestecker","1986"
"Lokesh","Lambe","1986"
"Niteen","Ushiama","1986"
"Mansur","Kowalchuk","1986"
"Toong","Piazza","1986"
"Honglan","Cannard","1986"
"Kotesh","Calkin","1986"
"Fayez","Fendler","1986"
"Jiann","Weedon","1986"
"Sampalli","Bednarek","1986"
"Tzu","Erez","1986"
"Giap","Kaminger","1986"
"Gao","Merlo","1986"
"Arno","Domenig","1986"
"Hongzue","Conta","1986"
"Heekeun","Rehfuss","1986"
"Jianhao","Fandrianto","1986"
"Atreye","Luce","1986"
"Shiv","Cyre","1986"
"Sampalli","Braunschweig","1986"
"Mara","Sidhu","1986"
"Xianlong","Zallocco","1986"
"Suvo","Byoun","1986"
"Dinkar","Laurillard","1986"
"Shahab","Fioravanti","1986"
"Doowon","Rohrbach","1986"
"Alois","Feldmann","1986"
"Chuanyi","Tetzlaff","1986"
"Shakhar","Beutelspacher","1986"
"Beshir","Juneja","1986"
"Teiji","Bernatsky","1986"
"Genki","Terekhov","1986"
"Byong","Zobel","1986"
"Torsten","Erdmenger","1986"
"Insup","Zongker","1986"
"Kazuhiro","Vrecion","1986"
"Subir","Pocchiola","1986"
"Mingsen","Trachtenberg","1986"
"Miomir","Baar","1986"
"Xinglin","Bouloucos","1986"
"Khalid","Dahlbom","1986"
"Indrajit","Swiler","1986"
"Parke","Schonegge","1986"
"Aleksandar","Heijenga","1986"
"Wilmer","Michaels","1986"
"Shugo","Debuse","1986"
"Paloma","Ruemmler","1986"
"Sachar","Grabner","1986"
"Jianhao","Ghalwash","1986"
"Chaitali","Baezner","1986"
"Sasan","Azumi","1986"
"Pranav","Chaudhuri","1986"
"Palash","Heusch","1986"
"Niteen","Ligten","1986"
"Danco","Stanfel","1986"
"Moriyoshi","Worfolk","1986"
"Toshiki","Shackel","1986"
"Bingning","Melton","1986"
"Terresa","Bolotov","1986"
"Dipankar","Seghrouchni","1986"
"Fun","Chvatal","1986"
"Pranas","Kieras","1986"
"Franziska","Kornatzky","1986"
"Hatim","Vesna","1986"
"Gilbert","Callaway","1986"
"Chiranjit","Wegerle","1986"
"Juichirou","Giarratana","1986"
"Khosrow","Ishibashi","1986"
"Conrado","Callaway","1986"
"Kamakshi","Decaestecker","1986"
"Goo","Ambroszkiewicz","1986"
"Ferdinand","Buchter","1986"
"Amalendu","Bottner","1986"
"Sajjad","Erez","1986"
"Radhakrishnan","Cooley","1986"
"Masato","Baby","1986"
"Eckart","Lunt","1986"
"Arco","Bellone","1986"
"Anneli","Linnainmaa","1986"
"Abdelwaheb","Peroz","1986"
"Feixiong","Brender","1986"
"Satyanarayana","Garigliano","1986"
"Xiaoheng","Schwabacher","1986"
"Uli","Taneja","1986"
"Christoper","Zolotykh","1986"
"Youjian","Niizuma","1986"
"Izaskun","Bernick","1986"
"Olivera","Poulakidas","1986"
"Morris","Zuberek","1986"
"Maha","Benveniste","1986"
"Marjo","Jonsson","1986"
"Munehiro","Bugaenko","1986"
"Kwan","Bellone","1986"
"Muneo","Businaro","1986"
"Pranjal","Chelton","1986"
"Hatem","Kaiser","1986"
"Arno","Pocchiola","1986"
"Qingxiang","Brickell","1986"
"Jinpo","Falster","1986"
"Patricia","Dayana","1986"
"Alagu","Auyong","1986"
"Amalendu","Fadgyas","1986"
"Dinkar","Jullig","1986"
"Gianluca","Mitina","1986"
"Shahab","Crooks","1986"
"Flemming","Papsdorf","1986"
"Toshiki","Bail","1986"
"Kellie","Ressouche","1986"
"Sreekrishna","Riefers","1986"
"Kwun","Sommen","1986"
"Navid","Merli","1986"
"Augustine","Turnbull","1986"
"Augustine","Schrooten","1986"
"Pintsang","Backhouse","1986"
"Elvia","Grabner","1986"
"Sangeeta","Siksek","1986"
"Alper","Demeyer","1986"
"Bojan","Kaminger","1986"
"Gift","Mandell","1986"
"Fen","Lorch","1986"
"Anneli","Staylopatis","1986"
"Pintsang","Serre","1986"
"Arumugam","Dichev","1986"
"Serap","Vernadat","1986"
"Fatemeh","Conta","1986"
"Vasilis","Ozeki","1986"
"Shmuel","Steenbeek","1986"
"Ingmar","Ruemmler","1986"
"JoAnne","Krider","1986"
"Basil","Baalen","1986"
"Sanjay","Millington","1986"
"Divier","Keirsey","1986"
"Mary","Brookner","1986"
"Kasidit","Picel","1986"
"Marjo","Reinhart","1986"
"Guttorm","Brlek","1986"
"Zijian","Keirsey","1986"
"Radoslaw","Landherr","1986"
"Basil","Mateescu","1986"
"Mary","Grospietsch","1986"
"Zhigen","Codenie","1986"
"Geraldo","Schueller","1986"
"Yucel","Warwick","1986"
"Boutros","Steenbeek","1986"
"Geraldo","Oxenboll","1986"
"Kendra","Litzkow","1986"
"Ingmar","Maierhofer","1986"
"Ramzi","Lund","1986"
"Lijia","Figueira","1986"
"Vishwani","Zyda","1986"
"Moheb","Uhrik","1986"
"Lalit","Dulli","1986"
"Hugh","Geffroy","1986"
"Zissis","Murthy","1986"
"Conal","Muniz","1986"
"Akeel","Feldhoffer","1986"
"Greger","Rehfuss","1986"
"Srinidhi","Kaminger","1986"
"Elliott","Chinen","1986"
"Danil","Biros","1986"
"Utpal","Brlek","1986"
"Angel","Gyorkos","1986"
"Weicheng","Litvinov","1986"
"Miquel","Cooman","1986"
"Janche","Barreiro","1986"
"Xianlong","Silva","1986"
"Gaetan","Murtafg","1986"
"Hideyuki","Bamford","1986"
"Katsuo","Hasham","1986"
"Garnik","Giveon","1986"
"Ger","Baez","1986"
"Nishit","Pero","1986"
"Ohad","Gini","1986"
"Armond","Boissier","1986"
"Sugwoo","Curless","1986"
"Yuping","Khalid","1986"
"Teunis","Schlegelmilch","1986"
"Randi","Erie","1986"
"Mohit","Mullainathan","1986"
"Rosalie","Schoegge","1986"
"Heon","Spataro","1986"
"Jingling","Azulay","1986"
"Khaled","Schahn","1986"
"Dung","Markovitch","1986"
"Masasuke","Yurov","1986"
"Fumiyo","Gunderson","1986"
"Kotesh","Siegrist","1986"
"Xinan","Marrakchi","1986"
"Tetsushi","Jenevein","1986"
"Aruna","Bojadziev","1986"
"Morrie","Asrin","1986"
"Roded","Pappas","1986"
"Marl","Erev","1986"
"Vitaly","Diderrich","1986"
"Rildo","Koblick","1986"
"Bilhanan","Gornas","1986"
"Naraig","Bouloucos","1986"
"Shaunak","Solares","1986"
"Nobuyoshi","Lupu","1986"
"Etsuo","Lambe","1986"
"Heeju","Naudin","1986"
"Feixiong","Oppitz","1986"
"Hinrich","Kaelbling","1986"
"Heping","Perri","1986"
"Yongmin","Lenart","1986"
"Shooichi","Hagimont","1986"
"Kwok","Ozery","1986"
"Tetsurou","Heyers","1986"
"JoAnna","Knightly","1986"
"Erzsebet","Aingworth","1986"
"Navin","Klerer","1986"
"Teruyuki","Syrotiuk","1986"
"Heon","Pargas","1986"
"Marc","Jullig","1986"
"Jahangir","Nitsche","1986"
"Abdelkader","Marrakchi","1986"
"Diederik","Hoppenstand","1986"
"Khalid","Yetim","1986"
"Tristan","Borovoy","1986"
"Larisa","DeMori","1986"
"Zengping","Garnier","1986"
"Takahiro","Krone","1986"
"Tadanori","Kaelbling","1986"
"Mack","Gonthier","1986"
"Constantijn","Esposito","1986"
"Seongbin","Beausoleil","1986"
"Howell","Schahn","1986"
"Barna","Swick","1986"
"Tadahiro","Hutter","1986"
"Constantijn","Hoogerwoord","1986"
"Badri","Erol","1986"
"Miyeon","Eastman","1986"
"Babette","Pollock","1986"
"Mong","Dengi","1986"
"Sreenivas","Peck","1986"
"Izaskun","Krogh","1986"
"Aksel","Farrar","1986"
"Bilhanan","Smeets","1986"
"Boutros","Fasbender","1986"
"Feixiong","Zwicker","1986"
"Mahmut","Copas","1986"
"Gererd","Bernini","1986"
"Sandeepan","Grospietsch","1986"
"Jaques","Famili","1986"
"Arch","Cooke","1986"
"Zhiwei","Deville","1986"
"Gad","Marchegay","1986"
"Dhritiman","Christ","1986"
"Junsik","Lienhardt","1986"
"Sangeeta","Alvarado","1986"
"Eberhardt","Lorie","1986"
"Eberhardt","Iwayama","1986"
"Masato","Rothe","1986"
"TRUE","Lorie","1986"
"Gil","Cooke","1986"
"Bernd","Cyne","1986"
"Tremaine","Dymetman","1986"
"Arne","Huttel","1986"
"Khue","Masamoto","1986"
"Odysseas","Schusler","1986"
"Srinidhi","Siksek","1986"
"Baocai","Guting","1986"
"Mads","Serra","1986"
"Doohun","Streng","1986"
"Mona","Landherr","1986"
"Karsten","Gist","1986"
"Zhilian","Sgarro","1986"
"Mingzeng","Schaaf","1986"
"Sibyl","Huhdanpaa","1986"
"Candido","Ritcey","1986"
"Hein","Giaccio","1986"
"Alain","Zykh","1986"
"Fumiya","Polajnar","1986"
"Gretta","Nannarelli","1986"
"Karsten","Greibach","1986"
"Dannz","Busillo","1986"
"Kish","Rosti","1986"
"Keiichiro","Janetzko","1986"
"Sadegh","Panwar","1986"
"Kristen","dAstous","1986"
"Yucai","Krybus","1986"
"Nikolaos","Begiun","1986"
"Suebskul","Plump","1986"
"Masali","Scharstein","1986"
"Gunilla","Fairtlough","1986"
"Guangming","Deville","1986"
"Adit","Pellegrinelli","1986"
"Chaosheng","Conia","1986"
"Kauko","Emmart","1986"
"Eirik","Welham","1986"
"Mary","Wroclawski","1986"
"Yurii","Marrakchi","1986"
"Sangeeta","Wixon","1986"
"Amalendu","Siprelle","1986"
"Amstein","Harllee","1986"
"Renny","Cromarty","1986"
"Selwyn","Motley","1986"
"Limsoon","Schaad","1986"
"Oksana","Birke","1986"
"Godehard","Brizzi","1986"
"Yishai","Hutton","1986"
"Flemming","Lamparter","1986"
"Eric","Mullainathan","1986"
"Bezalel","Leaver","1986"
"Douadi","Rassart","1986"
"Xiaoqiang","Feldhoffer","1986"
"Garnet","Riesenhuber","1986"
"Marjo","Mahmud","1986"
"Berna","Castellani","1986"
"Boutros","Shokrollahi","1986"
"Jenwei","Serra","1986"
"Alassane","Schlenzig","1986"
"Malu","Neiman","1986"
"Junsik","Isaak","1986"
"Kagan","Caine","1986"
"Sibyl","Gini","1986"
"Ramachenga","Karcich","1986"
"Premsyl","Makrucki","1986"
"Raimond","Peac","1986"
"Jackson","Munke","1986"
"Limsoon","Sullins","1986"
"Van","Tomescu","1986"
"Gregory","Fandrianto","1986"
"Berry","Kabayashi","1986"
"Anestis","Furudate","1986"
"Vitali","Papastamatiou","1986"
"Shimshon","Miyakawa","1986"
"Kaijung","Krzyzanowski","1986"
"Ramzi","Gerteisen","1986"
"Sibyl","Gunderson","1986"
"Giordano","Ghelli","1986"
"Xiaoheng","Broomell","1986"
"Alair","Marletta","1986"
"Jessie","Showalter","1986"
